team,season,position_group,total_cap_allocated
DAL,2015,OL,25.150441999999998
DAL,2015,QB,18.615
DAL,2015,RB,3.81222
DAL,2015,ST,4.543286
DAL,2015,TE,9.587520000000001
DAL,2015,WR,20.507232000000002
DAL,2016,CB_S,24.383078
DAL,2016,DL,37.132878
DAL,2016,LB,21.117425
DAL,2016,OL,42.485485
DAL,2016,QB,21.130848
DAL,2016,RB,10.614085
DAL,2016,ST,3.214286
DAL,2016,TE,11.786307
DAL,2016,WR,20.365251
DAL,2017,CB_S,16.660601
DAL,2017,DL,26.023079
DAL,2017,LB,15.187771
DAL,2017,OL,36.814668
DAL,2017,QB,3.707515
DAL,2017,RB,12.054085
DAL,2017,ST,3.214286
DAL,2017,TE,11.57775
DAL,2017,WR,26.934134
DAL,2018,CB_S,13.564202
DAL,2018,DL,37.679139
DAL,2018,LB,16.686543999999998
DAL,2018,OL,56.173052
DAL,2018,QB,2.477237
DAL,2018,RB,10.348285
DAL,2018,ST,1.095
DAL,2018,TE,2.005839
DAL,2018,WR,30.815163
DAL,2019,CB_S,14.164761
DAL,2019,DL,47.550129999999996
DAL,2019,LB,25.628613
DAL,2019,OL,58.407915
DAL,2019,QB,1.936107
DAL,2019,RB,18.273582
DAL,2019,ST,1.87
DAL,2019,TE,5.715489
DAL,2019,WR,16.228096
DAL,2020,CB_S,16.714228000000002
DAL,2020,DL,42.250249
DAL,2020,LB,24.624446
DAL,2020,OL,61.2571
DAL,2020,QB,36.295537
DAL,2020,RB,18.532864
DAL,2020,ST,3.261667
DAL,2020,TE,9.323756
DAL,2020,WR,28.19792
DAL,2021,CB_S,24.506313
DAL,2021,DL,34.758338
DAL,2021,LB,9.628425
DAL,2021,OL,45.236543999999995
DAL,2021,QB,42.106349
DAL,2021,RB,19.235915
DAL,2021,ST,5.549167
DAL,2021,TE,9.096856
DAL,2021,WR,31.60897
DAL,2022,CB_S,26.106742999999998
DAL,2022,DL,24.416919
DAL,2022,LB,10.348531
DAL,2022,OL,38.725212
DAL,2022,QB,42.94
DAL,2022,RB,18.734582
DAL,2022,ST,6.5052
DAL,2022,TE,16.662553
DAL,2022,WR,24.237972
DAL,2023,CB_S,63.711782
DAL,2023,DL,29.160567999999998
DAL,2023,LB,10.613112000000001
DAL,2023,OL,53.541183000000004
DAL,2023,QB,51.026315
DAL,2023,RB,13.354332
DAL,2023,ST,4.978333
DAL,2023,TE,5.035523
DAL,2023,WR,31.770823
DAL,2024,CB_S,45.44763
DAL,2024,DL,36.940021
DAL,2024,LB,12.698256
DAL,2024,OL,48.044715000000004
DAL,2024,QB,72.151315
DAL,2024,RB,5.678566
DAL,2024,ST,5.190833
DAL,2024,TE,4.776223
DAL,2024,WR,57.079268
DEN,2013,CB_S,21.260982
DEN,2013,DL,11.680541
DEN,2013,LB,4.320768
DEN,2013,OL,26.264566000000002
DEN,2013,QB,20.601219999999998
DEN,2013,RB,5.530457
DEN,2013,ST,0.481333
DEN,2013,TE,6.63325
DEN,2013,WR,10.302662
DEN,2014,CB_S,21.255437999999998
DEN,2014,DL,18.659541
DEN,2014,LB,3.353708
DEN,2014,OL,21.8918
DEN,2014,QB,20.079169999999998
DEN,2014,RB,2.730457
DEN,2014,ST,0.481333
DEN,2014,TE,2.83325
DEN,2014,WR,14.966038000000001
DEN,2015,CB_S,23.053959
DEN,2015,DL,7.7755410000000005
DEN,2015,LB,1.628168
DEN,2015,OL,14.773774
DEN,2015,QB,19.207366
DEN,2015,RB,2.499375
DEN,2015,ST,1.0125
DEN,2015,TE,7.628333
DEN,2015,WR,19.927163
DEN,2016,CB_S,29.045903
DEN,2016,DL,17.434914
DEN,2016,LB,10.162605
DEN,2016,OL,27.486477999999998
DEN,2016,QB,4.202273
DEN,2016,RB,7.269425
DEN,2016,ST,2.090002
DEN,2016,TE,10.275297
DEN,2016,WR,28.072163
DEN,2017,CB_S,25.045996
DEN,2017,DL,19.512339
DEN,2017,LB,5.02555
DEN,2017,OL,27.911123
DEN,2017,QB,4.343344
DEN,2017,RB,10.215258
DEN,2017,ST,3.8910020000000003
DEN,2017,TE,5.043888
DEN,2017,WR,30.097423
DEN,2018,CB_S,24.776743
DEN,2018,DL,17.517662
DEN,2018,LB,7.887898
DEN,2018,OL,37.641065
DEN,2018,QB,21.744348000000002
DEN,2018,RB,3.27943
DEN,2018,ST,5.946
DEN,2018,TE,3.551139
DEN,2018,WR,21.105543
DEN,2019,CB_S,29.135696
DEN,2019,DL,26.550949
DEN,2019,LB,7.799496
DEN,2019,OL,34.062711
DEN,2019,QB,26.479371
DEN,2019,RB,8.290685999999999
DEN,2019,ST,3.8752
DEN,2019,TE,10.484536
DEN,2019,WR,6.584252
DEN,2020,CB_S,52.025043
DEN,2020,DL,35.121035
DEN,2020,LB,9.33699
DEN,2020,OL,61.690046
DEN,2020,QB,4.395505
DEN,2020,RB,10.907805
DEN,2020,ST,7.392799999999999
DEN,2020,TE,13.206896
DEN,2020,WR,11.424372
DEN,2021,CB_S,49.125258
DEN,2021,DL,18.689484
DEN,2021,LB,6.461665
DEN,2021,OL,42.255393000000005
DEN,2021,QB,14.762705
DEN,2021,RB,14.305606000000001
DEN,2021,ST,7.25
DEN,2021,TE,6.717625
DEN,2021,WR,27.583984
DEN,2022,CB_S,46.48049
DEN,2022,DL,34.019855
DEN,2022,LB,12.700693999999999
DEN,2022,OL,41.926657
DEN,2022,QB,50.818333
DEN,2022,RB,14.576939
DEN,2022,ST,6.702833
DEN,2022,TE,6.198296
DEN,2022,WR,30.034404
DEN,2023,CB_S,40.033863
DEN,2023,DL,33.833099000000004
DEN,2023,LB,15.97521
DEN,2023,OL,57.316699
DEN,2023,QB,54.216
DEN,2023,RB,8.722739
DEN,2023,ST,4.803333
DEN,2023,TE,7.178119000000001
DEN,2023,WR,33.381032000000005
DEN,2024,CB_S,23.009443
DEN,2024,DL,40.271468
DEN,2024,LB,16.672683
DEN,2024,OL,77.108297
DEN,2024,QB,18.440987
DEN,2024,RB,4.6701060000000005
DEN,2024,ST,6.157
DEN,2024,TE,8.5549
DEN,2024,WR,16.772459
DET,2013,CB_S,17.144179
DET,2013,DL,27.394762999999998
DET,2013,LB,9.467793
DET,2013,OL,8.43649
DET,2013,QB,2.75
DET,2013,RB,6.051295
DET,2013,ST,1.4850750000000001
DET,2013,TE,5.15
DET,2013,WR,21.431767999999998
DET,2014,CB_S,10.329725
DET,2014,DL,26.482129
DET,2014,LB,10.743319
DET,2014,OL,5.896733
DET,2014,RB,7.66275
DET,2014,ST,2.6999310000000003
DET,2014,TE,7.0622869999999995
DET,2014,WR,23.791767999999998
DET,2015,CB_S,13.581285
DET,2015,DL,27.200021999999997
DET,2015,LB,15.928319
DET,2015,OL,7.442772
DET,2015,RB,5.844538
DET,2015,ST,4.485075
DET,2015,TE,7.0622869999999995
DET,2015,WR,24.503693
DET,2016,CB_S,28.435006
DET,2016,DL,17.700187
DET,2016,LB,16.985482
DET,2016,OL,16.29047
DET,2016,QB,1.56
DET,2016,RB,7.5130289999999995
DET,2016,ST,7.915158
DET,2016,TE,10.97562
DET,2016,WR,22.630000000000003
DET,2017,CB_S,29.943738
DET,2017,DL,29.160484
DET,2017,LB,12.493027999999999
DET,2017,OL,24.469849
DET,2017,QB,1.05
DET,2017,RB,8.126307
DET,2017,ST,10.470068999999999
DET,2017,TE,6.077103
DET,2017,WR,19.682381
DET,2018,CB_S,47.164671
DET,2018,DL,42.621934
DET,2018,LB,18.521338
DET,2018,OL,22.105993
DET,2018,QB,1.7349999999999999
DET,2018,RB,10.391976
DET,2018,ST,8.877068999999999
DET,2018,TE,6.054811
DET,2018,WR,14.382681
DET,2019,CB_S,31.522373
DET,2019,DL,46.991059
DET,2019,LB,17.429453
DET,2019,OL,17.072847
DET,2019,QB,4.437667
DET,2019,RB,6.8246150000000005
DET,2019,ST,6.8919999999999995
DET,2019,TE,12.817752
DET,2019,WR,18.572080999999997
DET,2020,CB_S,43.373870000000004
DET,2020,DL,44.038011
DET,2020,LB,21.659478
DET,2020,OL,35.886119
DET,2020,QB,5.1125
DET,2020,RB,7.235106
DET,2020,ST,6.216666999999999
DET,2020,TE,12.402640000000002
DET,2020,WR,18.103203999999998
DET,2021,CB_S,20.209954
DET,2021,DL,18.255768
DET,2021,LB,7.6089210000000005
DET,2021,OL,52.256327999999996
DET,2021,QB,36.8281
DET,2021,RB,9.659078000000001
DET,2021,ST,3.197114
DET,2021,TE,9.404207
DET,2021,WR,14.872105
DET,2022,CB_S,31.199577
DET,2022,DL,27.607306
DET,2022,LB,11.166784
DET,2022,OL,53.509518
DET,2022,QB,36.325
DET,2022,RB,9.450662999999999
DET,2022,ST,6.227764
DET,2022,TE,3.189917
DET,2022,WR,27.235252
DET,2023,CB_S,29.265819999999998
DET,2023,DL,26.433690000000002
DET,2023,LB,14.647789
DET,2023,OL,49.632991
DET,2023,QB,41.663924
DET,2023,RB,14.639085000000001
DET,2023,ST,4.72105
DET,2023,TE,8.681939
DET,2023,WR,23.051355
DET,2024,CB_S,44.304047
DET,2024,DL,69.798802
DET,2024,LB,21.425356
DET,2024,OL,86.191766
DET,2024,QB,57.834756999999996
DET,2024,RB,16.763462
DET,2024,ST,6.5940840000000005
DET,2024,TE,8.673722
DET,2024,WR,47.092871
GB,2013,CB_S,14.782463
GB,2013,DL,15.704112
GB,2013,LB,7.848057
GB,2013,OL,15.495661
GB,2013,QB,22.6
GB,2013,RB,4.462045
GB,2013,ST,1.36625
GB,2013,TE,7.524794
GB,2013,WR,9.012162
GB,2014,CB_S,22.490105
GB,2014,DL,4.616603
GB,2014,LB,7.945658
GB,2014,OL,18.446911
GB,2014,QB,28.35
GB,2014,RB,3.5031030000000003
GB,2014,ST,1.36625
GB,2014,TE,0.690254
GB,2014,WR,12.223154
GB,2015,CB_S,24.506534
GB,2015,DL,18.766457
GB,2015,LB,1.248893
GB,2015,OL,21.19641
GB,2015,QB,23.975908
GB,2015,RB,4.491369000000001
GB,2015,ST,1.36625
GB,2015,TE,0.690254
GB,2015,WR,12.533399
GB,2016,CB_S,26.349223
GB,2016,DL,19.223676
GB,2016,LB,2.437516
GB,2016,OL,29.03386
GB,2016,QB,23.660908
GB,2016,RB,6.469101
GB,2016,ST,6.81625
GB,2016,TE,4.460254
GB,2016,WR,23.387993
GB,2017,CB_S,18.412129
GB,2017,DL,15.914079000000001
GB,2017,LB,9.359286
GB,2017,OL,39.77041
GB,2017,QB,22.748308
GB,2017,RB,4.576944
GB,2017,ST,7.1166670000000005
GB,2017,TE,4.387654
GB,2017,WR,37.035319
GB,2018,CB_S,19.046115
GB,2018,DL,21.855978
GB,2018,LB,6.708049
GB,2018,OL,39.828558
GB,2018,QB,35.309103
GB,2018,RB,6.322784
GB,2018,ST,6.438725
GB,2018,TE,16.453267
GB,2018,WR,29.602274
GB,2019,CB_S,24.704522
GB,2019,DL,11.992147000000001
GB,2019,LB,4.03673
GB,2019,OL,50.217146
GB,2019,QB,34.208
GB,2019,RB,5.819499
GB,2019,ST,5.328725
GB,2019,TE,14.716382
GB,2019,WR,21.157191
GB,2020,CB_S,22.964261999999998
GB,2020,DL,29.921100000000003
GB,2020,LB,11.593147
GB,2020,OL,46.067312
GB,2020,QB,37.167868
GB,2020,RB,6.070543000000001
GB,2020,ST,5.746525
GB,2020,TE,6.63577
GB,2020,WR,27.065997000000003
GB,2021,CB_S,30.090702
GB,2021,DL,30.256714
GB,2021,LB,5.880241
GB,2021,OL,42.224207
GB,2021,QB,37.255868
GB,2021,RB,14.542424
GB,2021,ST,6.762669
GB,2021,TE,10.021421
GB,2021,WR,30.597798
GB,2022,CB_S,51.509035
GB,2022,DL,35.932698
GB,2022,LB,18.656086
GB,2022,OL,50.126975
GB,2022,QB,54.072535
GB,2022,RB,16.169224
GB,2022,ST,8.918666
GB,2022,TE,13.266187
GB,2022,WR,15.374689
GB,2023,CB_S,40.003783999999996
GB,2023,DL,27.916414
GB,2023,LB,16.716387
GB,2023,OL,48.129975
GB,2023,QB,15.411045
GB,2023,RB,12.9718
GB,2023,ST,2.647527
GB,2023,TE,7.516007
GB,2023,WR,10.975486
GB,2024,CB_S,59.752863
GB,2024,DL,62.916077
GB,2024,LB,12.228398
GB,2024,OL,30.397284000000003
GB,2024,QB,57.227525
GB,2024,RB,16.423797
GB,2024,ST,6.253333
GB,2024,TE,6.155086
GB,2024,WR,10.782917000000001
HOU,2016,CB_S,26.089842
HOU,2016,DL,34.923555
HOU,2016,LB,13.956281
HOU,2016,OL,34.639922999999996
HOU,2016,QB,20.630146
HOU,2016,RB,10.611045
HOU,2016,ST,3.3175
HOU,2016,TE,1.9001160000000001
HOU,2016,WR,8.18818
HOU,2017,CB_S,34.370664
HOU,2017,DL,22.047862000000002
HOU,2017,LB,16.011283
HOU,2017,OL,22.830585
HOU,2017,QB,6.821167
HOU,2017,RB,12.803037999999999
HOU,2017,ST,3.5175
HOU,2017,TE,8.743867
HOU,2017,WR,23.324404
HOU,2018,CB_S,46.895003
HOU,2018,DL,29.840629
HOU,2018,LB,15.97987
HOU,2018,OL,22.003715
HOU,2018,QB,5.858620999999999
HOU,2018,RB,11.385363
HOU,2018,ST,4.088167
HOU,2018,TE,2.174681
HOU,2018,WR,36.560022000000004
HOU,2019,CB_S,34.774703
HOU,2019,DL,28.178108
HOU,2019,LB,17.673204000000002
HOU,2019,OL,47.592823
HOU,2019,QB,4.823621
HOU,2019,RB,17.338389
HOU,2019,ST,5.570667
HOU,2019,TE,4.815595
HOU,2019,WR,31.048334999999998
HOU,2020,CB_S,27.730602
HOU,2020,DL,28.861886
HOU,2020,LB,30.968202
HOU,2020,OL,50.369216
HOU,2020,QB,39.204
HOU,2020,RB,21.498389
HOU,2020,ST,7.8575
HOU,2020,TE,5.7971260000000004
HOU,2020,WR,32.21443
HOU,2021,CB_S,23.285096
HOU,2021,DL,19.748973
HOU,2021,LB,16.240172
HOU,2021,OL,43.516394
HOU,2021,QB,46.057525
HOU,2021,RB,10.012005
HOU,2021,ST,7.079167
HOU,2021,TE,5.176425
HOU,2021,WR,22.874279
HOU,2022,CB_S,24.323442
HOU,2022,DL,32.977869
HOU,2022,LB,17.54387
HOU,2022,OL,44.853855
HOU,2022,QB,4.993025
HOU,2022,RB,9.696608
HOU,2022,ST,7.079167
HOU,2022,TE,7.704083
HOU,2022,WR,28.920040999999998
HOU,2023,CB_S,42.864288
HOU,2023,DL,52.777288
HOU,2023,LB,10.849943
HOU,2023,OL,65.252038
HOU,2023,QB,14.580335999999999
HOU,2023,RB,7.013608
HOU,2023,ST,8.567667
HOU,2023,TE,11.178082999999999
HOU,2023,WR,21.289758
HOU,2024,CB_S,33.868258
HOU,2024,DL,53.982631
HOU,2024,LB,26.596491
HOU,2024,OL,57.155845
HOU,2024,QB,17.206144
HOU,2024,RB,15.543441
HOU,2024,ST,9.6775
HOU,2024,TE,16.813134
HOU,2024,WR,80.41981200000001
HST,2013,CB_S,21.872324000000003
HST,2013,DL,11.641874999999999
HST,2013,LB,11.02
HST,2013,OL,20.588789000000002
HST,2013,QB,16.506249999999998
HST,2013,RB,9.805947
HST,2013,ST,2.40286
HST,2013,TE,6.6271949999999995
HST,2013,WR,12.239958
HST,2014,CB_S,16.841773
HST,2014,DL,20.19056
HST,2014,LB,9.966975
HST,2014,OL,19.608326
HST,2014,QB,4.992103
HST,2014,RB,9.859153
HST,2014,ST,2.40286
HST,2014,TE,5.108449
HST,2014,WR,12.239958
HST,2015,CB_S,25.851108
HST,2015,DL,22.969368000000003
HST,2015,LB,13.461281
HST,2015,OL,21.789179
HST,2015,QB,5.80625
HST,2015,RB,10.619152999999999
HST,2015,ST,2.418333
HST,2015,TE,5.108449
HST,2015,WR,7.966716
IND,2013,CB_S,19.178
IND,2013,DL,5.291271
IND,2013,LB,1.236667
IND,2013,OL,19.071691
IND,2013,QB,9.152000000000001
IND,2013,RB,6.12014
IND,2013,ST,6.043666999999999
IND,2013,TE,3.153629
IND,2013,WR,9.538603
IND,2014,CB_S,19.42
IND,2014,DL,11.781371
IND,2014,LB,7.260917
IND,2014,OL,15.406141
IND,2014,QB,9.152000000000001
IND,2014,RB,6.694449
IND,2014,ST,5.4
IND,2014,TE,2.6021549999999998
IND,2014,WR,11.196062999999999
IND,2015,CB_S,18.827194
IND,2015,DL,7.758465999999999
IND,2015,LB,13.023668
IND,2015,OL,19.687685
IND,2015,QB,9.939499999999999
IND,2015,RB,7.110182
IND,2015,ST,6.4
IND,2015,TE,2.6021549999999998
IND,2015,WR,23.320983000000002
IND,2016,CB_S,29.016258999999998
IND,2016,DL,15.306985
IND,2016,LB,14.949144
IND,2016,OL,25.068520999999997
IND,2016,QB,27.089000000000002
IND,2016,RB,7.968333
IND,2016,ST,6.9
IND,2016,TE,11.100999999999999
IND,2016,WR,19.530983
IND,2017,CB_S,26.980538
IND,2017,DL,17.785337
IND,2017,LB,7.325794999999999
IND,2017,OL,21.450701
IND,2017,QB,28.595041000000002
IND,2017,RB,9.549487
IND,2017,ST,4.054
IND,2017,TE,9.468133
IND,2017,WR,19.97173
IND,2018,CB_S,15.600825
IND,2018,DL,27.523491
IND,2018,LB,5.056694
IND,2018,OL,33.235282999999995
IND,2018,QB,26.226708000000002
IND,2018,RB,5.428897
IND,2018,ST,4.814
IND,2018,TE,17.7642
IND,2018,WR,25.014809
IND,2019,CB_S,30.699049
IND,2019,DL,38.522429
IND,2019,LB,3.021038
IND,2019,OL,31.571327
IND,2019,QB,57.275000000000006
IND,2019,RB,4.460893
IND,2019,ST,9.157833
IND,2019,TE,16.871
IND,2019,WR,31.881284
IND,2020,CB_S,30.190814
IND,2020,DL,55.141057
IND,2020,LB,4.824941
IND,2020,OL,49.646639
IND,2020,QB,54.124616
IND,2020,RB,6.246019
IND,2020,ST,9.008398
IND,2020,TE,11.8006
IND,2020,WR,16.406993
IND,2021,CB_S,28.759307
IND,2021,DL,49.327833999999996
IND,2021,LB,5.607141
IND,2021,OL,56.587892000000004
IND,2021,QB,34.058276
IND,2021,RB,4.699789
IND,2021,ST,5.384833
IND,2021,TE,14.101790999999999
IND,2021,WR,17.809728
IND,2022,CB_S,35.524620999999996
IND,2022,DL,59.015053
IND,2022,LB,29.974971999999998
IND,2022,OL,65.62109099999999
IND,2022,QB,34.857676
IND,2022,RB,7.459175
IND,2022,ST,6.1125
IND,2022,TE,12.416126
IND,2022,WR,10.316061999999999
IND,2023,CB_S,21.616041
IND,2023,DL,54.998638
IND,2023,LB,9.611395
IND,2023,OL,59.927202
IND,2023,QB,13.117184
IND,2023,RB,18.794265
IND,2023,ST,10.14125
IND,2023,TE,13.595407999999999
IND,2023,WR,15.857583
IND,2024,CB_S,14.432849000000001
IND,2024,DL,72.170927
IND,2024,LB,18.602395
IND,2024,OL,62.643473
IND,2024,QB,14.851183999999998
IND,2024,RB,16.7885
IND,2024,ST,9.74125
IND,2024,TE,12.015308
IND,2024,WR,15.103538
JAX,2013,CB_S,8.700678
JAX,2013,DL,20.175117
JAX,2013,LB,10.978963
JAX,2013,OL,15.930969000000001
JAX,2013,QB,6.975412
JAX,2013,RB,9.93375
JAX,2013,ST,1.170125
JAX,2013,TE,6.8
JAX,2013,WR,7.173279999999999
JAX,2014,CB_S,5.704193
JAX,2014,DL,20.41243
JAX,2014,LB,10.898259
JAX,2014,OL,12.576312999999999
JAX,2014,QB,9.163701
JAX,2014,RB,4.715682
JAX,2014,ST,1.170125
JAX,2014,TE,6.8
JAX,2014,WR,5.01629
JAX,2015,CB_S,13.107946
JAX,2015,DL,22.88263
JAX,2015,LB,10.91913
JAX,2015,OL,21.819462
JAX,2015,QB,9.163701
JAX,2015,RB,6.169097000000001
JAX,2015,ST,2.1567920000000003
JAX,2015,TE,11.85
JAX,2015,WR,3.883845
JAX,2016,CB_S,29.731367
JAX,2016,DL,50.188699
JAX,2016,LB,13.261373
JAX,2016,OL,26.834456
JAX,2016,QB,10.319769
JAX,2016,RB,13.547411
JAX,2016,ST,4.1775
JAX,2016,TE,14.79
JAX,2016,WR,18.537681
JAX,2017,CB_S,43.005806
JAX,2017,DL,64.986113
JAX,2017,LB,21.976258
JAX,2017,OL,25.310681000000002
JAX,2017,QB,9.438701
JAX,2017,RB,18.748472
JAX,2017,ST,5.7049
JAX,2017,TE,7.665713
JAX,2017,WR,23.79442
JAX,2018,CB_S,47.554792
JAX,2018,DL,57.375819
JAX,2018,LB,17.797594
JAX,2018,OL,44.755579000000004
JAX,2018,QB,19.249971
JAX,2018,RB,19.146871
JAX,2018,ST,3.995406
JAX,2018,TE,11.47498
JAX,2018,WR,28.343785
JAX,2019,CB_S,32.263009
JAX,2019,DL,44.243828
JAX,2019,LB,25.914379
JAX,2019,OL,40.641687000000005
JAX,2019,QB,24.041885
JAX,2019,RB,12.773745
JAX,2019,ST,5.347906
JAX,2019,TE,9.858058999999999
JAX,2019,WR,22.539019
JAX,2020,CB_S,23.630628
JAX,2020,DL,41.584771
JAX,2020,LB,32.984196
JAX,2020,OL,40.745105
JAX,2020,QB,1.751093
JAX,2020,RB,3.6472860000000003
JAX,2020,ST,10.101706
JAX,2020,TE,9.557781
JAX,2020,WR,18.019859
JAX,2021,CB_S,37.134378
JAX,2021,DL,26.39483
JAX,2021,LB,19.958083000000002
JAX,2021,OL,47.318699
JAX,2021,QB,12.358372000000001
JAX,2021,RB,8.229061
JAX,2021,ST,5.1788
JAX,2021,TE,10.810105
JAX,2021,WR,20.384258
JAX,2022,CB_S,45.488472
JAX,2022,DL,34.509336
JAX,2022,LB,22.203698
JAX,2022,OL,59.824884
JAX,2022,QB,11.698372
JAX,2022,RB,7.901596
JAX,2022,ST,7.786367
JAX,2022,TE,18.847171
JAX,2022,WR,45.274181999999996
JAX,2023,CB_S,37.365463
JAX,2023,DL,39.317471
JAX,2023,LB,23.847901999999998
JAX,2023,OL,49.75575
JAX,2023,QB,12.698572
JAX,2023,RB,6.237258
JAX,2023,ST,6.2675
JAX,2023,TE,18.224090999999998
JAX,2023,WR,39.960416
JAX,2024,CB_S,36.951446
JAX,2024,DL,63.343773999999996
JAX,2024,LB,8.972885999999999
JAX,2024,OL,50.398419
JAX,2024,QB,60.491485000000004
JAX,2024,RB,8.811647
JAX,2024,ST,6.059497
JAX,2024,TE,19.389924
JAX,2024,WR,35.473395
KC,2013,CB_S,30.665235
KC,2013,DL,10.613184
KC,2013,LB,6.796727
KC,2013,OL,20.605278
KC,2013,QB,11.333333
KC,2013,RB,7.205147
KC,2013,ST,6.5
KC,2013,TE,4.781576
KC,2013,WR,17.182532
KC,2014,CB_S,17.073235
KC,2014,DL,15.241517
KC,2014,LB,9.128976999999999
KC,2014,OL,10.037045
KC,2014,QB,20.940189
KC,2014,RB,10.343422
KC,2014,ST,3.75
KC,2014,TE,4.781576
KC,2014,WR,17.252115
KC,2015,CB_S,25.932378999999997
KC,2015,DL,10.484017
KC,2015,LB,6.820094
KC,2015,OL,16.496262
KC,2015,QB,3.940189
KC,2015,RB,10.340254
KC,2015,ST,3.75
KC,2015,TE,1.399889
KC,2015,WR,13.910532
KC,2016,CB_S,26.348450999999997
KC,2016,DL,22.738201
KC,2016,LB,13.068861
KC,2016,OL,33.339504
KC,2016,QB,5.2125
KC,2016,RB,13.625
KC,2016,ST,3.75
KC,2016,TE,12.060046
KC,2016,WR,16.938254999999998
KC,2017,CB_S,38.247181
KC,2017,DL,21.3322
KC,2017,LB,7.491643
KC,2017,OL,34.955546
KC,2017,QB,22.068991
KC,2017,RB,6.0962309999999995
KC,2017,ST,5.260781
KC,2017,TE,11.641733
KC,2017,WR,8.764467
KC,2018,CB_S,30.041243
KC,2018,DL,18.433812
KC,2018,LB,13.185528
KC,2018,OL,41.162767
KC,2018,QB,8.819824
KC,2018,RB,10.683098
KC,2018,ST,4.010781
KC,2018,TE,12.790933
KC,2018,WR,21.742745
KC,2019,CB_S,32.518226999999996
KC,2019,DL,34.029943
KC,2019,LB,19.125372000000002
KC,2019,OL,45.703241
KC,2019,QB,9.074824
KC,2019,RB,9.976334999999999
KC,2019,ST,7.444999999999999
KC,2019,TE,12.459399999999999
KC,2019,WR,38.942598
KC,2020,CB_S,31.240507
KC,2020,DL,26.844266
KC,2020,LB,14.115885
KC,2020,OL,38.853702
KC,2020,QB,47.737633
KC,2020,RB,8.607229
KC,2020,ST,2.503167
KC,2020,TE,16.135829
KC,2020,WR,34.450863
KC,2021,CB_S,31.297251
KC,2021,DL,30.098531
KC,2021,LB,14.570495000000001
KC,2021,OL,27.924045
KC,2021,QB,46.7906
KC,2021,RB,8.172994
KC,2021,ST,6.974167
KC,2021,TE,18.345444999999998
KC,2021,WR,28.040834
KC,2022,CB_S,27.78838
KC,2022,DL,43.5452
KC,2022,LB,6.465403
KC,2022,OL,25.550912999999998
KC,2022,QB,49.604154
KC,2022,RB,9.868670999999999
KC,2022,ST,6.401167
KC,2022,TE,18.861111
KC,2022,WR,28.335
KC,2023,CB_S,29.823517
KC,2023,DL,43.444727
KC,2023,LB,8.247036
KC,2023,OL,51.311636
KC,2023,QB,47.283500000000004
KC,2023,RB,6.571671
KC,2023,ST,8.056999999999999
KC,2023,TE,18.960445
KC,2023,WR,31.679974
KC,2024,CB_S,25.753799
KC,2024,DL,55.637557
KC,2024,LB,13.589801999999999
KC,2024,OL,70.842616
KC,2024,QB,47.725
KC,2024,RB,4.81311
KC,2024,ST,9.592500000000001
KC,2024,TE,28.677888
KC,2024,WR,36.089831000000004
LA,2016,CB_S,21.486416000000002
LA,2016,DL,38.987848
LA,2016,LB,13.049121
LA,2016,OL,19.867217
LA,2016,QB,8.382142
LA,2016,RB,6.58603
LA,2016,ST,4.193123
LA,2016,TE,7.905111
LA,2016,WR,22.811878
LA,2017,CB_S,29.635498000000002
LA,2017,DL,19.750453
LA,2017,LB,22.507735
LA,2017,OL,22.399991999999997
LA,2017,QB,9.49321
LA,2017,RB,7.164028
LA,2017,ST,7.045369
LA,2017,TE,6.333423
LA,2017,WR,25.641914999999997
LA,2018,CB_S,37.135928
LA,2018,DL,56.381397
LA,2018,LB,11.70173
LA,2018,OL,33.753478
LA,2018,QB,8.055541999999999
LA,2018,RB,19.027073
LA,2018,ST,7.374119
LA,2018,TE,3.942994
LA,2018,WR,28.953245999999996
LA,2019,CB_S,24.392969
LA,2019,DL,37.664428
LA,2019,LB,7.352137
LA,2019,OL,26.728521
LA,2019,QB,34.636
LA,2019,RB,17.738001
LA,2019,ST,7.67
LA,2019,TE,10.594778999999999
LA,2019,WR,27.645379000000002
LA,2020,CB_S,33.146187
LA,2020,DL,43.66301
LA,2020,LB,5.405303
LA,2020,OL,29.125144
LA,2020,QB,35.803333
LA,2020,RB,5.853804
LA,2020,ST,6.3190669999999995
LA,2020,TE,10.640945
LA,2020,WR,36.736258
LA,2021,CB_S,40.209998999999996
LA,2021,DL,34.014153
LA,2021,LB,3.282839
LA,2021,OL,26.910201999999998
LA,2021,QB,1.3725
LA,2021,RB,9.448201000000001
LA,2021,ST,4.789233
LA,2021,TE,11.649369
LA,2021,WR,37.762082
LA,2022,CB_S,36.242938
LA,2022,DL,45.824253
LA,2022,LB,14.731939
LA,2022,OL,49.008746
LA,2022,QB,17.2025
LA,2022,RB,5.524106
LA,2022,ST,4.9666999999999994
LA,2022,TE,10.978422
LA,2022,WR,51.57826
LA,2023,CB_S,15.227374000000001
LA,2023,DL,38.709914000000005
LA,2023,LB,3.5181389999999997
LA,2023,OL,26.644133
LA,2023,QB,3.5641160000000003
LA,2023,RB,5.4329350000000005
LA,2023,ST,4.933033
LA,2023,TE,13.833119
LA,2023,WR,33.382753
LA,2024,CB_S,25.887756
LA,2024,DL,43.479045
LA,2024,LB,5.129733
LA,2024,OL,59.048365000000004
LA,2024,QB,5.191033
LA,2024,RB,4.668276
