team,season,CB_S,DL,LB,OL,QB,RB,ST,TE,WR,total_cap,pct_CB_S,pct_DL,pct_LB,pct_OL,pct_QB,pct_RB,pct_ST,pct_TE,pct_WR,wins,games,point_diff,win_pct
BAL,2022,67.80018,22.334827,15.081488,48.387138,1.3792,12.433274,10.389458,18.258215,13.606162,209.66994200000002,0.3233662362533586,0.10652374292162488,0.0719296617156502,0.23077765719990515,0.006577957654989001,0.05929926760794353,0.049551489836344775,0.0870807461758157,0.06489324063436808,10,18,28.0,0.5555555555555556
BAL,2023,54.590336,13.795798,31.806545,48.75345,56.008,19.312493,9.719458,16.564304,28.75503,279.305414,0.1954503323734355,0.049393235177317404,0.11387729490986523,0.1745524703649318,0.2005260091377964,0.06914471410854929,0.034798673827353736,0.059305345223275914,0.10295192487747482,14,19,220.0,0.7368421052631579
BAL,2024,57.053656,38.611587,32.965192,25.083773,2.417097,17.5268,8.639458000000001,19.040138,22.975094,224.31279500000005,0.25434864738768015,0.1721327889476835,0.14696081870853597,0.11182497636837879,0.010775564541469869,0.0781355339092449,0.038515226026228234,0.08488208619575176,0.10242435791502662,13,19,169.0,0.6842105263157895
BUF,2013,21.572072,26.73446,5.686665,13.028295,2.221325,9.735917,0.568,3.854365000000001,10.340474,93.741573,0.23012278661037613,0.28519320878048415,0.06066321289488069,0.138980972721676,0.023696263343052717,0.10385911702164417,0.006059211317053533,0.04111692258460396,0.11030830472622856,6,16,-49.0,0.375
BUF,2014,23.175383,31.13446,4.563998,18.200697,7.721325,9.165304,4.059167,3.504365,15.333062000000002,116.857761,0.19832129934442266,0.2664303999457939,0.03905601100811781,0.15575086193890025,0.06607455879631308,0.07843128194112842,0.03473596417785209,0.029988294915217484,0.13121132793225435,9,16,54.0,0.5625
BUF,2015,24.115312,52.225533,6.719393,14.5175,6.082992000000001,13.780505,5.029167,8.694794,16.739062,147.904258,0.163046773136173,0.35310364763129404,0.045430693415195664,0.09815471303064176,0.041127903160164604,0.09317179360718608,0.03400285473863775,0.058786637501673546,0.1131749837790336,8,16,20.0,0.5
BUF,2016,25.892703,26.759734,8.851780999999999,32.089705,18.798148,13.007229,4.735834,9.669794,15.049622,154.85455000000002,0.1672066012913408,0.17280560371006212,0.05716190450974801,0.2072248119283547,0.12139228714945734,0.08399642761546237,0.030582465933354876,0.06244436472806255,0.09718553313415716,7,16,21.0,0.4375
BUF,2017,22.820522,27.639768,8.44267,37.067554,17.379877,14.7198,5.4394,10.9925,14.68386,159.18595100000002,0.14335763838857865,0.17363195574966284,0.053036527073925005,0.2328569435125591,0.10917971649395114,0.09246921545231085,0.0341701008526814,0.06905446071682543,0.09224344175950551,9,17,-64.0,0.5294117647058824
BUF,2018,23.49656,42.850614,9.779465,14.262127,8.369289,15.482733,7.566833,9.8354,11.722506,143.36552700000001,0.16389267693341647,0.29889063917018205,0.06821350435240962,0.09948086753100693,0.05837727642852385,0.10799481105384559,0.05278000338254258,0.06860366090657205,0.08176656024150072,6,16,-105.0,0.375
BUF,2019,23.131195,43.641493,12.128728,38.407511,6.845759,7.652900000000001,5.886,12.017538,21.204533,170.91565699999998,0.13533689894776582,0.25533935138546143,0.07096323539276453,0.2247161651199691,0.04005343407479632,0.04477588615535674,0.03443803864031018,0.07031268059894595,0.12406430968463003,10,17,52.0,0.5882352941176471
